"transaction_id","transactiondate","transaction_datetime","amount_gbp","fee_charged_gbp","transaction_status","is_flagged_fraud","device_type","fx_rate_used","failed_reason","transaction_type_id","type_name","channel","is_domestic","typical_fee_gbp","merchant_category_id","category_name","sector","risk_flag","customer_id","customer_name","age_band","region","customer_segment","kyc_verified","account_open_date","weekday","weekno","accage","amtbucket","accage_bucket","fx_rate_check","fee_charge_check"
266,"2026-04-24","4/24/2026 8:11","395.45","0.88","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",14,"Loan & Credit","Financial","Medium",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Friday   ","Week 4","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
267,"2026-01-24","1/24/2026 5:49","13.63","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Saturday ","Week 4","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
268,"2026-01-20","1/20/2026 4:51","56.36","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",16,"Subscription Services","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Tuesday  ","Week 3","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
269,"2026-05-26","5/26/2026 9:22","484.85","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",17,"Charity & Donations","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Tuesday  ","Week 4","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
270,"2026-01-25","1/25/2026 20:53","75.00","1.50","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",18,"Education","Services","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Sunday   ","Week 4","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
271,"2026-03-27","3/27/2026 3:15","58.01","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",1,"Groceries","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Friday   ","Week 4","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
226,"2026-03-30","3/30/2026 14:21","450.00","1.00","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",10,"Fuel","Retail","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Monday   ","Week 5","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
272,"2026-05-24","5/24/2026 15:57","3181.81","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",2,"Dining & Restaurants","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Sunday   ","Week 4","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
273,"2026-02-22","2/22/2026 3:44","130.91","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 4","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
274,"2026-03-28","3/28/2026 12:05","953.03","2.80","Declined",False,NULL,"1.4200","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",4,"Entertainment","Leisure","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Saturday ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
275,"2026-03-30","3/30/2026 15:20","39.15","0.00","Pending",False,"Android",NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",5,"Utilities","Services","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Monday   ","Week 5","3.93","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
276,"2026-03-16","3/16/2026 2:53","8.48","0.00","Reversed",False,"Web",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",6,"Online Retail","Retail","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Monday   ","Week 3","4.64","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
368,"2026-02-09","2/9/2026 19:10","58.18","0.00","Reversed",False,"Web",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",8,"Gambling","Leisure","High",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Monday   ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
277,"2026-02-17","2/17/2026 20:41","43.94","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",7,"ATM Withdrawal","ATM Network",True,"0.00",7,"Health & Pharmacy","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Tuesday  ","Week 3","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
278,"2026-01-11","1/11/2026 12:58","1136.36","0.00","Declined",False,NULL,NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",8,"Gambling","Leisure","High",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Sunday   ","Week 2","6.27","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
279,"2026-01-19","1/19/2026 14:33","280.88","0.94","Pending",True,"Android",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Monday   ","Week 3","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
280,"2026-02-15","2/15/2026 2:27","14545.45","1.45","Reversed",True,"Web",NULL,"Fraud Suspected",10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Sunday   ","Week 3","6.75","10000 - 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
281,"2026-02-20","2/20/2026 4:39","32.50","0.00","Completed",False,"iOS",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",11,"Clothing & Fashion","Retail","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Friday   ","Week 3","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
282,"2026-02-01","2/1/2026 21:23","3296.97","0.00","Declined",False,NULL,NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Sunday   ","Week 1","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
283,"2026-05-01","5/1/2026 14:59","201.50","2.65","Pending",False,"Android","1.2600",NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Friday   ","Week 1","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
284,"2026-05-04","5/4/2026 20:23","92.73","0.00","Reversed",False,"Web",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",14,"Loan & Credit","Financial","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Monday   ","Week 1","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
285,"2026-05-31","5/31/2026 6:53","26.63","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",15,"Loan Repayment","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Sunday   ","Week 5","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
286,"2026-01-01","1/1/2026 19:48","518.18","1.15","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",16,"Subscription Services","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Thursday ","Week 1","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
287,"2026-04-16","4/16/2026 16:49","12.72","0.00","Pending",False,"Android",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",17,"Charity & Donations","Services","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Thursday ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
288,"2026-03-30","3/30/2026 2:48","52.73","0.00","Reversed",False,"Web",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",18,"Education","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Monday   ","Week 5","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
289,"2026-02-09","2/9/2026 21:02","454.55","0.00","Completed",False,"iOS",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",1,"Groceries","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Monday   ","Week 2","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
290,"2026-03-02","3/2/2026 18:37","70.45","1.41","Declined",True,NULL,NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",2,"Dining & Restaurants","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Monday   ","Week 1","7.52","Below 5000","Long-Term Customer (7+ Years)","FX Rate Not Applied","Below Typical"
291,"2026-02-11","2/11/2026 19:30","54.59","0.00","Pending",False,"Android",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",3,"Travel & Transport","Services","Medium",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Wednesday","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
292,"2026-01-10","1/10/2026 13:23","2999.99","0.00","Reversed",False,"Web",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",4,"Entertainment","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Saturday ","Week 2","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
293,"2026-04-12","4/12/2026 10:15","123.64","0.00","Completed",False,"iOS",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",5,"Utilities","Services","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 2","2.31","Below 5000","New Customer (<3 Years)","FX Rate Not Applied","Below Typical"
294,"2026-05-21","5/21/2026 2:44","901.52","2.65","Declined",False,NULL,"1.3500","Card Limit Exceeded",9,"Direct Debit","Automated",True,"0.00",6,"Online Retail","Retail","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Thursday ","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
295,"2026-04-29","4/29/2026 13:58","37.09","0.00","Pending",False,"Android",NULL,NULL,10,"Standing Order","Automated",True,"0.00",7,"Health & Pharmacy","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Wednesday","Week 5","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
296,"2026-04-27","4/27/2026 6:57","11.20","0.00","Reversed",False,"Web",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Monday   ","Week 4","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
297,"2026-01-24","1/24/2026 10:59","57.58","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",12,"Card Refund","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Saturday ","Week 4","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
298,"2026-01-07","1/7/2026 10:03","1060.61","0.00","Declined",False,NULL,NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",10,"Fuel","Retail","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Wednesday","Week 1","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
299,"2026-04-09","4/9/2026 19:12","262.76","0.88","Pending",True,"Android",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",11,"Clothing & Fashion","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Thursday ","Week 2","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
300,"2026-02-10","2/10/2026 13:27","13636.36","1.36","Reversed",True,"Web",NULL,"Fraud Suspected",15,"Loan Repayment","Automated",True,"0.00",12,"Electronics","Retail","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Tuesday  ","Week 2","6.75","10000 - 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
301,"2026-03-26","3/26/2026 11:41","30.53","0.00","Completed",False,"iOS",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",13,"Salary / Income","Financial","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Thursday ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
302,"2026-01-26","1/26/2026 12:24","3103.03","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Monday   ","Week 4","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
303,"2026-02-20","2/20/2026 6:02","189.99","2.50","Pending",False,"Android","1.1900",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Friday   ","Week 3","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
304,"2026-04-25","4/25/2026 16:09","87.58","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",16,"Subscription Services","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Saturday ","Week 4","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
305,"2026-05-30","5/30/2026 23:02","25.19","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",17,"Charity & Donations","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Saturday ","Week 5","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
306,"2026-01-08","1/8/2026 22:49","490.91","1.09","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",18,"Education","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Thursday ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
307,"2026-01-29","1/29/2026 14:43","16.81","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Thursday ","Week 5","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
308,"2026-05-14","5/14/2026 10:44","69.09","0.00","Reversed",False,"Web",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",2,"Dining & Restaurants","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Thursday ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
309,"2026-04-09","4/9/2026 10:53","424.24","0.00","Completed",False,"iOS",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Thursday ","Week 2","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
310,"2026-01-15","1/15/2026 8:44","65.91","1.32","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",4,"Entertainment","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Thursday ","Week 3","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
311,"2026-03-02","3/2/2026 0:08","51.18","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",5,"Utilities","Services","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Monday   ","Week 1","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
312,"2026-03-17","3/17/2026 22:30","2818.17","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Tuesday  ","Week 3","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
313,"2026-03-19","3/19/2026 5:10","116.36","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",7,"Health & Pharmacy","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Thursday ","Week 3","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
1027,"2026-05-09","5/9/2026 6:25","14.08","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Saturday ","Week 2","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
314,"2026-02-26","2/26/2026 14:58","850.00","2.50","Declined",False,NULL,"1.2700","Card Limit Exceeded",14,"Savings Pot Transfer","Mobile App",True,"0.00",8,"Gambling","Leisure","High",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Thursday ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
315,"2026-05-25","5/25/2026 17:07","35.03","0.00","Pending",False,"Android",NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Monday   ","Week 4","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
316,"2026-05-09","5/9/2026 4:52","10.60","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",10,"Fuel","Retail","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Saturday ","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
317,"2026-02-12","2/12/2026 12:41","54.55","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",2,"Purchase","Web Browser",True,"0.00",11,"Clothing & Fashion","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Thursday ","Week 2","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
318,"2026-01-19","1/19/2026 6:39","1401.52","0.00","Declined",False,NULL,NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Monday   ","Week 3","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
319,"2026-04-18","4/18/2026 14:12","344.30","1.15","Pending",True,"Android",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",13,"Salary / Income","Financial","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Saturday ","Week 3","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
320,"2026-05-06","5/6/2026 20:32","12727.27","1.27","Reversed",True,"Web",NULL,"Fraud Suspected",5,"Transfer - International","Mobile App",False,"2.50",14,"Loan & Credit","Financial","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Wednesday","Week 1","6.75","10000 - 15000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
321,"2026-02-22","2/22/2026 6:18","28.56","0.00","Completed",False,"iOS",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",15,"Peer-to-Peer Transfer","Financial","Medium",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Sunday   ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
322,"2026-03-11","3/11/2026 22:11","2909.09","0.00","Declined",False,NULL,NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",16,"Subscription Services","Services","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Wednesday","Week 2","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
323,"2026-04-15","4/15/2026 19:47","178.48","2.35","Pending",False,"Android","1.1100",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",17,"Charity & Donations","Services","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Wednesday","Week 3","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
324,"2026-04-12","4/12/2026 11:18","82.42","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",18,"Education","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Sunday   ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
325,"2026-03-15","3/15/2026 4:42","23.75","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",1,"Groceries","Retail","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Sunday   ","Week 3","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
326,"2026-01-10","1/10/2026 3:59","463.64","1.03","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",2,"Dining & Restaurants","Leisure","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Saturday ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
327,"2026-01-06","1/6/2026 19:12","15.90","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Tuesday  ","Week 1","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
328,"2026-02-20","2/20/2026 16:18","65.45","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",4,"Entertainment","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Friday   ","Week 3","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
329,"2026-02-17","2/17/2026 17:41","560.61","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",5,"Utilities","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Tuesday  ","Week 3","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
330,"2026-05-08","5/8/2026 8:08","86.36","1.73","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",6,"Online Retail","Retail","Medium",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
331,"2026-03-10","3/10/2026 19:49","47.77","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",7,"Health & Pharmacy","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Tuesday  ","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
332,"2026-03-01","3/1/2026 2:33","2636.35","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",8,"Gambling","Leisure","High",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Sunday   ","Week 1","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
333,"2026-05-11","5/11/2026 21:49","109.09","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Monday   ","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
334,"2026-02-20","2/20/2026 2:06","798.48","2.35","Declined",False,NULL,"1.1900","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",10,"Fuel","Retail","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Friday   ","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
335,"2026-02-27","2/27/2026 10:22","32.97","0.00","Pending",False,"Android",NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",11,"Clothing & Fashion","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Friday   ","Week 4","3.93","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
336,"2026-05-13","5/13/2026 18:36","9.99","0.00","Reversed",False,"Web",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",12,"Electronics","Retail","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Wednesday","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
337,"2026-02-02","2/2/2026 9:38","51.52","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",7,"ATM Withdrawal","ATM Network",True,"0.00",13,"Salary / Income","Financial","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Monday   ","Week 1","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
338,"2026-02-03","2/3/2026 14:55","1325.76","0.00","Declined",False,NULL,NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",14,"Loan & Credit","Financial","Medium",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Tuesday  ","Week 1","6.27","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
339,"2026-04-03","4/3/2026 9:37","326.18","1.09","Pending",True,"Android",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Friday   ","Week 1","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
340,"2026-03-03","3/3/2026 13:53","16818.18","1.68","Reversed",True,"Web",NULL,"Fraud Suspected",10,"Standing Order","Automated",True,"0.00",16,"Subscription Services","Services","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Tuesday  ","Week 1","6.75","Above 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
341,"2026-01-25","1/25/2026 7:20","37.42","0.00","Completed",False,"iOS",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",17,"Charity & Donations","Services","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Sunday   ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
